date,meantemp,humidity,wind_speed,meanpressure,Year,Month,Day,Weekday
2013-01-01,0.12227074237409663,0.8403716216189253,0.0,0.13260330740313472,0.0,0.0,0.0,0.16666666666666666
2013-01-02,0.04279475983093384,0.9290540540528558,0.07058266224538134,0.13288099926276048,0.0,0.0,0.03333333333333333,0.3333333333333333
2013-01-03,0.03566229986930075,0.8699324324302353,0.10974261802463289,0.13299381164174973,0.0,0.0,0.06666666666666668,0.5
2013-01-04,0.08151382825958697,0.684684684639944,0.029212063784936054,0.1327985595224422,0.0,0.0,0.1,0.6666666666666666
2013-01-05,0.0,0.8679617116700671,0.08763619137849361,0.13271178075936063,0.0,0.0,0.13333333333333333,0.8333333333333333
2013-01-06,0.030567685593524158,0.8202702702672343,0.03505447655139744,0.13290703287866815,0.0,0.0,0.16666666666666669,1.0
2013-01-07,0.030567685593524158,0.7706081081042332,0.14921837991473236,0.13316736903774481,0.0,0.0,0.2,0.0
2013-01-08,0.08733624454855932,0.5945945945370709,0.16918183664140218,0.13300001011552928,0.0,0.0,0.23333333333333334,0.16666666666666666
2013-01-09,0.2445414847481932,0.4472128378285002,0.29606821411653245,0.1327768647991298,0.0,0.0,0.26666666666666666,0.3333333333333333
2013-01-10,0.15283842796762076,0.5743243243171339,0.17527238275698723,0.13260330740313472,0.0,0.0,0.3,0.5
2013-01-11,0.29694323134894457,0.44763513517648035,0.2503891181904311,0.1326652921409301,0.0,0.0,0.3333333333333333,0.6666666666666666
2013-01-12,0.2445414847481932,0.7162162162114226,0.31332476148744676,0.13259091045557564,0.0,0.0,0.3666666666666667,0.8333333333333333
2013-01-13,0.30058224156776187,0.730011261296115,0.10974261802463289,0.1322995817974332,0.0,0.0,0.4,1.0
2013-01-14,0.20887918478718942,0.883727477514928,0.014606031904310753,0.13253822336336554,0.0,0.0,0.43333333333333335,0.0
2013-01-15,0.2663755457554204,0.6908783784069406,0.012519455921364282,0.13262810129825287,0.0,0.0,0.4666666666666667,0.16666666666666666
2013-01-16,0.2394468703807136,0.8659909910281418,0.0,0.13273347548267306,0.0,0.0,0.5,0.3333333333333333
2013-01-17,0.3209606987320036,0.7970157657229227,0.12434864992894364,0.13262500199627905,0.0,0.0,0.5333333333333333,0.5
2013-01-18,0.2394468703807136,0.931024774813024,0.21198484130743722,0.13245144460028396,0.0,0.0,0.5666666666666667,0.6666666666666666
2013-01-19,0.19868995635790698,0.7477477477829012,0.13934943943628614,0.13338431588036476,0.0,0.0,0.6,0.8333333333333333
2013-01-20,0.1615720525539177,0.7314189189650578,0.2006496582425391,0.13320455988042204,0.0,0.0,0.6333333333333333,1.0
2013-01-21,0.1589519650863256,0.7516891891849948,0.05258171482709617,0.13329753711728315,0.0,0.0,0.6666666666666666,0.0
2013-01-22,0.10698689957733454,0.7832207207564733,0.07303015947418286,0.13340167158091382,0.0,0.0,0.7,0.16666666666666666
2013-01-23,0.2445414847481932,0.5526463964282542,0.09513658614400759,0.133232453077514,0.0,0.0,0.7333333333333333,0.3333333333333333
2013-01-24,0.2394468703807136,0.5585585585905162,0.14606031897205118,0.133232453077514,0.0,0.0,0.7666666666666667,0.5
2013-01-25,0.19104803495952594,0.6334459459397542,0.13145428706774043,0.1332649950973986,0.0,0.0,0.8,0.6666666666666666
2013-01-26,0.20378457072538664,0.5999436937263504,0.16106110847939367,0.13312397972128806,0.0,0.0,0.8333333333333334,0.8333333333333333
2013-01-27,0.20960698701435898,0.616554054030685,0.1316234689009948,0.13292562830000676,0.0,0.0,0.8666666666666667,1.0
2013-01-28,0.27001455597423774,0.5033783783699896,0.08763619137849361,0.13288533815535575,0.0,0.0,0.9,0.0
2013-01-29,0.24836244544738373,0.6157094594529681,0.0766816674561819,0.13272805176930294,0.0,0.0,0.9333333333333333,0.16666666666666666
