Timestamp,Value,Year,Month,Day,Hour,Minute,timing,week_info,Holiday,lag_tem,lag_value
2017-07-25 03:15:00,0.05263157884953451,0.0,0.0,0.8275862068965517,0.13043478260869565,0.33333333333333337,0.0,0.0,0.0,0.32244655581947756,0.10526315796461827
2017-07-25 03:30:00,0.15789473681415267,0.0,0.0,0.8275862068965517,0.13043478260869565,0.6666666666666667,0.0,0.0,0.0,0.3004750593824228,0.05263157884953451
2017-07-25 03:45:00,0.10526315796461827,0.0,0.0,0.8275862068965517,0.13043478260869565,1.0,0.0,0.0,0.0,0.27850356294536827,0.10526315796461827
2017-07-25 04:00:00,0.15789473681415267,0.0,0.0,0.8275862068965517,0.17391304347826086,0.0,0.3333333333333333,0.0,0.0,0.2565320665083135,0.05263157884953451
2017-07-25 04:15:00,0.10526315796461827,0.0,0.0,0.8275862068965517,0.17391304347826086,0.33333333333333337,0.3333333333333333,0.0,0.0,0.25593824228028506,0.10526315796461827
2017-07-25 04:30:00,0.10526315796461827,0.0,0.0,0.8275862068965517,0.17391304347826086,0.6666666666666667,0.3333333333333333,0.0,0.0,0.2553444180522566,0.05263157884953451
2017-07-25 04:45:00,0.15789473681415267,0.0,0.0,0.8275862068965517,0.17391304347826086,1.0,0.3333333333333333,0.0,0.0,0.25475059382422816,0.10526315796461827
2017-07-25 05:00:00,0.10526315796461827,0.0,0.0,0.8275862068965517,0.21739130434782608,0.0,0.3333333333333333,0.0,0.0,0.2541567695961997,0.10526315796461827
2017-07-25 05:15:00,0.15789473681415267,0.0,0.0,0.8275862068965517,0.21739130434782608,0.33333333333333337,0.3333333333333333,0.0,0.0,0.2514845605700713,0.05263157884953451
2017-07-25 05:30:00,0.05263157884953451,0.0,0.0,0.8275862068965517,0.21739130434782608,0.6666666666666667,0.3333333333333333,0.0,0.0,0.2488123515439431,0.10526315796461827
2017-07-25 05:45:00,0.15789473681415267,0.0,0.0,0.8275862068965517,0.21739130434782608,1.0,0.3333333333333333,0.0,0.0,0.2461401425178147,0.05263157884953451
2017-07-25 06:00:00,0.10526315796461827,0.0,0.0,0.8275862068965517,0.2608695652173913,0.0,0.3333333333333333,0.0,0.0,0.2434679334916865,0.10526315796461827
2017-07-25 06:15:00,0.21052631592923643,0.0,0.0,0.8275862068965517,0.2608695652173913,0.33333333333333337,0.3333333333333333,0.0,0.0,0.24554631828978624,0.10526315796461827
2017-07-25 06:30:00,0.15789473681415267,0.0,0.0,0.8275862068965517,0.2608695652173913,0.6666666666666667,0.3333333333333333,0.0,0.0,0.24762470308788598,0.10526315796461827
2017-07-25 06:45:00,0.10526315796461827,0.0,0.0,0.8275862068965517,0.2608695652173913,1.0,0.3333333333333333,0.0,0.0,0.24970308788598583,0.05263157884953451
2017-07-25 07:00:00,0.21052631592923643,0.0,0.0,0.8275862068965517,0.30434782608695654,0.0,0.3333333333333333,0.0,0.0,0.25178147268408557,0.21052631592923643
2017-07-25 07:15:00,0.15789473681415267,0.0,0.0,0.8275862068965517,0.30434782608695654,0.33333333333333337,0.3333333333333333,0.0,0.0,0.2529691211401426,0.15789473681415267
2017-07-25 07:30:00,0.26315789477877094,0.0,0.0,0.8275862068965517,0.30434782608695654,0.6666666666666667,0.3333333333333333,0.0,0.0,0.2541567695961997,0.15789473681415267
2017-07-25 07:45:00,0.26315789477877094,0.0,0.0,0.8275862068965517,0.30434782608695654,1.0,0.3333333333333333,0.0,0.0,0.2553444180522566,0.26315789477877094
2017-07-25 08:00:00,0.26315789477877094,0.0,0.0,0.8275862068965517,0.34782608695652173,0.0,0.3333333333333333,0.0,0.0,0.2565320665083135,0.26315789477877094
2017-07-25 08:15:00,0.3684210527433892,0.0,0.0,0.8275862068965517,0.34782608695652173,0.33333333333333337,0.3333333333333333,0.0,0.0,0.2556413301662709,0.31578947362830534
2017-07-25 08:30:00,0.4736842104424581,0.0,0.0,0.8275862068965517,0.34782608695652173,0.6666666666666667,0.3333333333333333,0.0,0.0,0.25475059382422816,0.4210526315929235
