Timestamp,Temperature,Value,Year,Month,Day,Hour,Minute,timing,week_info,Holiday
2016/1/2 2:15,5.425,32782.09614,2016,1,2,2,15,1,1,0
2016/1/2 2:30,5.35,31731.64203,2016,1,2,2,30,1,1,0
2016/1/2 2:45,5.275,31810.92158,2016,1,2,2,45,1,1,0
2016/1/2 3:00,5.2,32187.49947,2016,1,2,3,0,1,1,0
2016/1/2 3:15,5.15625,32187.49947,2016,1,2,3,15,1,1,0
2016/1/2 3:30,5.1125,32108.21992,2016,1,2,3,30,1,1,0
2016/1/2 3:45,5.06875,31374.88403,2016,1,2,3,45,1,1,0
2016/1/2 4:00,5.025,32266.77903,2016,1,2,4,0,2,1,0
2016/1/2 4:15,4.9875,32782.09614,2016,1,2,4,15,2,1,0
2016/1/2 4:30,4.95,32108.21992,2016,1,2,4,30,2,1,0
2016/1/2 4:45,4.9125,31731.64203,2016,1,2,4,45,2,1,0
2016/1/2 5:00,4.875,32405.51825,2016,1,2,5,0,2,1,0
2016/1/2 5:15,4.89375,32564.07736,2016,1,2,5,15,2,1,0
2016/1/2 5:30,4.9125,31731.64203,2016,1,2,5,30,2,1,0
2016/1/2 5:45,4.93125,31672.18236,2016,1,2,5,45,2,1,0
2016/1/2 6:00,4.95,32920.83536,2016,1,2,6,0,2,1,0
2016/1/2 6:15,4.9625,32326.23869,2016,1,2,6,15,2,1,0
2016/1/2 6:30,4.975,32108.21992,2016,1,2,6,30,2,1,0
2016/1/2 6:45,4.9875,32108.21992,2016,1,2,6,45,2,1,0
2016/1/2 7:00,5,33079.39447,2016,1,2,7,0,2,1,0
2016/1/2 7:15,5.04375,33455.97236,2016,1,2,7,15,2,1,0
2016/1/2 7:30,5.0875,33079.39447,2016,1,2,7,30,2,1,0
2016/1/2 7:45,5.13125,33079.39447,2016,1,2,7,45,2,1,0
2016/1/2 8:00,5.175,34783.90491,2016,1,2,8,0,2,1,0
2016/1/2 8:15,5.18125,35378.50157,2016,1,2,8,15,2,1,0
2016/1/2 8:30,5.1875,33218.13369,2016,1,2,8,30,2,1,0
2016/1/2 8:45,5.19375,33812.73036,2016,1,2,8,45,2,1,0
2016/1/2 9:00,5.2,34565.88613,2016,1,2,9,0,2,1,0
2016/1/2 9:15,5.25,34189.30824,2016,1,2,9,15,2,1,0
2016/1/2 9:30,5.3,33455.97236,2016,1,2,9,30,2,1,0
2016/1/2 9:45,5.35,34486.60658,2016,1,2,9,45,2,1,0
2016/1/2 10:00,5.4,34863.18446,2016,1,2,10,0,2,1,0
2016/1/2 10:15,5.4375,34645.16569,2016,1,2,10,15,2,1,0
2016/1/2 10:30,5.475,34050.56902,2016,1,2,10,30,2,1,0
2016/1/2 10:45,5.5125,33971.28947,2016,1,2,10,45,2,1,0
2016/1/2 11:00,5.55,34347.86735,2016,1,2,11,0,2,1,0
2016/1/2 11:15,5.575,35001.92369,2016,1,2,11,15,2,1,0
2016/1/2 11:30,5.6,33971.28947,2016,1,2,11,30,2,1,0
2016/1/2 11:45,5.625,35081.20324,2016,1,2,11,45,2,1,0
2016/1/2 12:00,5.65,35675.79991,2016,1,2,12,0,3,1,0
2016/1/2 12:15,5.7,35160.4828,2016,1,2,12,15,3,1,0
2016/1/2 12:30,5.75,34347.86735,2016,1,2,12,30,3,1,0
2016/1/2 12:45,5.8,35834.35902,2016,1,2,12,45,3,1,0
2016/1/2 13:00,5.85,35973.09824,2016,1,2,13,0,3,1,0
2016/1/2 13:15,5.8625,35299.22202,2016,1,2,13,15,3,1,0
2016/1/2 13:30,5.875,33892.00991,2016,1,2,13,30,3,1,0
2016/1/2 13:45,5.8875,35537.06068,2016,1,2,13,45,3,1,0
2016/1/2 14:00,5.9,34704.62535,2016,1,2,14,0,3,1,0
2016/1/2 14:15,5.91875,34645.16569,2016,1,2,14,15,3,1,0
2016/1/2 14:30,5.9375,33218.13369,2016,1,2,14,30,3,1,0
2016/1/2 14:45,5.95625,34645.16569,2016,1,2,14,45,3,1,0
2016/1/2 15:00,5.975,35160.4828,2016,1,2,15,0,3,1,0
2016/1/2 15:15,5.95625,34783.90491,2016,1,2,15,15,3,1,0
2016/1/2 15:30,5.9375,33218.13369,2016,1,2,15,30,3,1,0
2016/1/2 15:45,5.91875,34704.62535,2016,1,2,15,45,3,1,0
2016/1/2 16:00,5.9,35001.92369,2016,1,2,16,0,3,1,0
2016/1/2 16:15,5.86875,34863.18446,2016,1,2,16,15,3,1,0
2016/1/2 16:30,5.8375,33812.73036,2016,1,2,16,30,3,1,0
2016/1/2 16:45,5.80625,35755.07946,2016,1,2,16,45,3,1,0
2016/1/2 17:00,5.775,35973.09824,2016,1,2,17,0,4,1,0
2016/1/2 17:15,5.7,35239.76235,2016,1,2,17,15,4,1,0
2016/1/2 17:30,5.625,34486.60658,2016,1,2,17,30,4,1,0
2016/1/2 17:45,5.55,35537.06068,2016,1,2,17,45,4,1,0
2016/1/2 18:00,5.475,35755.07946,2016,1,2,18,0,4,1,0
2016/1/2 18:15,5.41875,35239.76235,2016,1,2,18,15,4,1,0
2016/1/2 18:30,5.3625,34783.90491,2016,1,2,18,30,4,1,0
2016/1/2 18:45,5.30625,35537.06068,2016,1,2,18,45,4,1,0
2016/1/2 19:00,5.25,35239.76235,2016,1,2,19,0,4,1,0
2016/1/2 19:15,5.23125,35457.78113,2016,1,2,19,15,4,1,0
2016/1/2 19:30,5.2125,34110.02869,2016,1,2,19,30,4,1,0
2016/1/2 19:45,5.19375,35675.79991,2016,1,2,19,45,4,1,0
2016/1/2 20:00,5.175,35755.07946,2016,1,2,20,0,4,1,0
2016/1/2 20:15,5.11875,35675.79991,2016,1,2,20,15,4,1,0
2016/1/2 20:30,5.0625,34704.62535,2016,1,2,20,30,4,1,0
2016/1/2 20:45,5.00625,36270.39657,2016,1,2,20,45,4,1,0
2016/1/2 21:00,4.95,36944.27279,2016,1,2,21,0,4,1,0
2016/1/2 21:15,4.85625,35973.09824,2016,1,2,21,15,4,1,0
2016/1/2 21:30,4.7625,35001.92369,2016,1,2,21,30,4,1,0
2016/1/2 21:45,4.66875,36785.71368,2016,1,2,21,45,4,1,0
2016/1/2 22:00,4.575,34189.30824,2016,1,2,22,0,1,1,0
2016/1/2 22:15,4.75,33971.28947,2016,1,2,22,15,1,1,0
2016/1/2 22:30,4.925,33079.39447,2016,1,2,22,30,1,1,0
2016/1/2 22:45,5.1,34704.62535,2016,1,2,22,45,1,1,0
2016/1/2 23:00,5.275,34486.60658,2016,1,2,23,0,1,1,0
2016/1/2 23:15,5.2375,34565.88613,2016,1,2,23,15,1,1,0
2016/1/2 23:30,5.2,33376.6928,2016,1,2,23,30,1,1,0
2016/1/2 23:45,5.1625,34189.30824,2016,1,2,23,45,1,1,0
2016/1/3 0:00,5.125,34347.86735,2016,1,3,0,0,1,1,0
2016/1/3 0:15,5.15625,33594.71158,2016,1,3,0,15,1,1,0
2016/1/3 0:30,5.1875,31890.20114,2016,1,3,0,30,1,1,0
2016/1/3 0:45,5.21875,32861.37569,2016,1,3,0,45,1,1,0
2016/1/3 1:00,5.25,33079.39447,2016,1,3,1,0,1,1,0
2016/1/3 1:15,5.15625,32920.83536,2016,1,3,1,15,1,1,0
2016/1/3 1:30,5.0625,31969.48069,2016,1,3,1,30,1,1,0
2016/1/3 1:45,4.96875,33594.71158,2016,1,3,1,45,1,1,0
2016/1/3 2:00,4.875,33673.99113,2016,1,3,2,0,1,1,0
2016/1/3 2:15,4.93125,33297.41325,2016,1,3,2,15,1,1,0
2016/1/3 2:30,4.9875,33079.39447,2016,1,3,2,30,1,1,0
2016/1/3 2:45,5.04375,33297.41325,2016,1,3,2,45,1,1,0
2016/1/3 3:00,5.1,32861.37569,2016,1,3,3,0,1,1,0
2016/1/3 3:15,5.10625,32405.51825,2016,1,3,3,15,1,1,0
2016/1/3 3:30,5.1125,32623.53703,2016,1,3,3,30,1,1,0
2016/1/3 3:45,5.11875,33158.67402,2016,1,3,3,45,1,1,0
2016/1/3 4:00,5.125,32782.09614,2016,1,3,4,0,2,1,0
2016/1/3 4:15,5.1125,32623.53703,2016,1,3,4,15,2,1,0
2016/1/3 4:30,5.1,31890.20114,2016,1,3,4,30,2,1,0
2016/1/3 4:45,5.0875,33000.11491,2016,1,3,4,45,2,1,0
2016/1/3 5:00,5.075,33515.43202,2016,1,3,5,0,2,1,0
2016/1/3 5:15,5.08125,32326.23869,2016,1,3,5,15,2,1,0
2016/1/3 5:30,5.0875,32108.21992,2016,1,3,5,30,2,1,0
2016/1/3 5:45,5.09375,33079.39447,2016,1,3,5,45,2,1,0
2016/1/3 6:00,5.1,33376.6928,2016,1,3,6,0,2,1,0
2016/1/3 6:15,4.88125,32326.23869,2016,1,3,6,15,2,1,0
2016/1/3 6:30,4.6625,32266.77903,2016,1,3,6,30,2,1,0
2016/1/3 6:45,4.44375,33079.39447,2016,1,3,6,45,2,1,0
2016/1/3 7:00,4.225,34110.02869,2016,1,3,7,0,2,1,0
2016/1/3 7:15,4.11875,33376.6928,2016,1,3,7,15,2,1,0
2016/1/3 7:30,4.0125,34268.5878,2016,1,3,7,30,2,1,0
2016/1/3 7:45,3.90625,34645.16569,2016,1,3,7,45,2,1,0
2016/1/3 8:00,3.8,35299.22202,2016,1,3,8,0,2,1,0
2016/1/3 8:15,3.60625,34268.5878,2016,1,3,8,15,2,1,0
2016/1/3 8:30,3.4125,34486.60658,2016,1,3,8,30,2,1,0
2016/1/3 8:45,3.21875,35160.4828,2016,1,3,8,45,2,1,0
2016/1/3 9:00,3.025,35457.78113,2016,1,3,9,0,2,1,0
2016/1/3 9:15,3.43125,33297.41325,2016,1,3,9,15,2,1,0
2016/1/3 9:30,3.8375,34347.86735,2016,1,3,9,30,2,1,0
2016/1/3 9:45,4.24375,35239.76235,2016,1,3,9,45,2,1,0
2016/1/3 10:00,4.65,35081.20324,2016,1,3,10,0,2,1,0
2016/1/3 10:15,4.86875,33971.28947,2016,1,3,10,15,2,1,0
2016/1/3 10:30,5.0875,34050.56902,2016,1,3,10,30,2,1,0
2016/1/3 10:45,5.30625,35457.78113,2016,1,3,10,45,2,1,0
2016/1/3 11:00,5.525,35893.81868,2016,1,3,11,0,2,1,0
2016/1/3 11:15,5.63125,33158.67402,2016,1,3,11,15,2,1,0
2016/1/3 11:30,5.7375,35755.07946,2016,1,3,11,30,2,1,0
2016/1/3 11:45,5.84375,34863.18446,2016,1,3,11,45,2,1,0
2016/1/3 12:00,5.95,35081.20324,2016,1,3,12,0,3,1,0
2016/1/3 12:15,6.0125,33455.97236,2016,1,3,12,15,3,1,0
2016/1/3 12:30,6.075,35001.92369,2016,1,3,12,30,3,1,0
2016/1/3 12:45,6.1375,36131.65735,2016,1,3,12,45,3,1,0
2016/1/3 13:00,6.2,35755.07946,2016,1,3,13,0,3,1,0
2016/1/3 13:15,6.1625,33594.71158,2016,1,3,13,15,3,1,0
2016/1/3 13:30,6.125,35001.92369,2016,1,3,13,30,3,1,0
2016/1/3 13:45,6.0875,35001.92369,2016,1,3,13,45,3,1,0
2016/1/3 14:00,6.05,34645.16569,2016,1,3,14,0,3,1,0
2016/1/3 14:15,5.9875,33812.73036,2016,1,3,14,15,3,1,0
2016/1/3 14:30,5.925,35001.92369,2016,1,3,14,30,3,1,0
2016/1/3 14:45,5.8625,36052.37779,2016,1,3,14,45,3,1,0
2016/1/3 15:00,5.8,35239.76235,2016,1,3,15,0,3,1,0
2016/1/3 15:15,5.74375,33892.00991,2016,1,3,15,15,3,1,0
2016/1/3 15:30,5.6875,35378.50157,2016,1,3,15,30,3,1,0
2016/1/3 15:45,5.63125,34942.46402,2016,1,3,15,45,3,1,0
2016/1/3 16:00,5.575,34407.32702,2016,1,3,16,0,3,1,0
2016/1/3 16:15,5.49375,34704.62535,2016,1,3,16,15,3,1,0
2016/1/3 16:30,5.4125,35675.79991,2016,1,3,16,30,3,1,0
2016/1/3 16:45,5.33125,35596.52035,2016,1,3,16,45,3,1,0
2016/1/3 17:00,5.25,35299.22202,2016,1,3,17,0,4,1,0
2016/1/3 17:15,5.2,35973.09824,2016,1,3,17,15,4,1,0
2016/1/3 17:30,5.15,35893.81868,2016,1,3,17,30,4,1,0
2016/1/3 17:45,5.1,36270.39657,2016,1,3,17,45,4,1,0
2016/1/3 18:00,5.05,34645.16569,2016,1,3,18,0,4,1,0
2016/1/3 18:15,5.025,35834.35902,2016,1,3,18,15,4,1,0
2016/1/3 18:30,5,36052.37779,2016,1,3,18,30,4,1,0
